	area	rooms	bathroom	parking spaces	floor	animal	furniture	hoa	target	property_tax	fire_insurance	city_Belo Horizonte	city_Campinas	city_Porto Alegre	city_Rio de Janeiro	city_São Paulo
6030	92	1	2	1	6	1	0	810	3010	16	39	0	0	0	0	1
6031	68	2	2	1	7	1	0	500	2000	79	26	0	0	0	0	1
6032	94	3	3	3	4	1	1	1400	4450	330	57	0	0	0	0	1
6033	25	1	1	0	0	1	0	50	700	0	10	0	0	0	1	0
6034	60	2	2	0	0	1	0	0	1300	0	20	0	0	0	0	1
6035	321	5	3	5	0	1	0	0	13000	2250	196	0	0	0	0	1
6036	116	3	4	2	1	1	1	1242	3900	413	50	0	0	0	0	1
6037	40	1	1	0	0	0	0	0	1010	0	16	0	0	0	0	1
6038	100	3	2	2	0	1	0	1	2300	84	41	0	0	1	0	0
6039	70	2	1	0	0	1	0	0	1300	163	20	0	0	0	0	1
6040	48	1	1	1	2	1	1	530	1700	71	22	0	0	0	0	1
6041	115	3	5	2	10	1	0	1830	7000	495	89	0	0	0	0	1
6042	90	1	1	1	12	1	0	870	3600	73	14	0	0	0	0	1
6043	89	2	2	1	2	1	0	800	2900	148	38	0	0	0	1	0
6044	30	1	1	0	3	1	0	140	1360	24	20	0	0	1	0	0
6045	39	1	1	0	11	1	0	340	600	13	9	0	0	1	0	0
6046	42	1	1	1	27	0	1	560	5250	100	67	0	0	0	0	1
6047	400	4	5	5	0	1	0	0	7200	350	109	0	0	0	0	1
6048	47	1	2	1	2	1	1	490	2500	125	32	0	0	0	0	1
6049	124	2	2	2	0	1	1	0	7200	94	109	0	0	0	0	1
6050	120	3	2	3	0	1	0	0	2200	180	34	0	1	0	0	0
6051	45	1	1	0	0	0	0	0	700	25	11	0	1	0	0	0
6052	270	3	2	4	0	1	0	0	6500	1167	98	0	0	0	0	1
6053	108	3	2	1	10	1	0	1000	3655	240	47	0	0	0	0	1
6054	128	3	4	4	13	0	1	1306	8000	595	102	0	0	0	0	1
6055	179	4	2	0	9	1	0	1600	3040	484	40	0	0	0	1	0
6056	140	4	2	2	3	1	0	777	2000	237	27	1	0	0	0	0
6057	27	1	1	0	1	0	1	0	1167	334	16	1	0	0	0	0
6058	250	3	4	2	16	1	0	3300	6000	517	77	0	0	0	0	1
6059	350	4	3	3	0	1	1	0	4400	209	79	0	0	1	0	0
6060	208	3	2	2	3	1	0	1800	5000	500	64	0	0	0	0	1
6061	80	3	1	0	0	0	0	185	2100	0	27	0	0	0	0	1
6062	34	1	1	1	4	1	0	620	3100	45	40	0	0	0	0	1
6063	150	4	3	0	2	1	0	0	2850	275	37	0	0	0	0	1
6064	127	3	3	2	17	0	1	1775	7000	421	89	0	0	0	0	1
6065	296	4	5	2	0	1	0	0	8500	1000	128	0	0	0	0	1
6066	61	1	1	0	1	0	1	437	2700	0	35	0	0	0	0	1
6067	375	4	4	3	19	1	1	2500	9000	917	115	0	0	0	0	1
6068	370	5	4	3	0	1	0	0	14000	1290	211	0	0	0	0	1
6069	30	1	1	0	2	1	1	280	1270	42	19	0	0	1	0	0
6070	480	5	7	5	19	1	0	6200	8500	3700	108	0	0	0	0	1
6071	33	1	1	1	18	0	1	1500	3500	0	45	0	0	0	0	1
6072	84	3	1	0	1	0	0	900	3100	209	40	0	0	0	1	0
6073	340	8	5	4	0	1	0	0	7000	1400	106	0	0	0	0	1
6074	97	3	3	3	5	1	0	850	3000	164	44	0	0	1	0	0
6075	110	3	2	1	8	1	0	1488	2500	190	33	0	0	0	1	0
6076	77	3	3	2	2	1	1	1010	2200	306	30	1	0	0	0	0
6077	105	3	2	1	4	1	0	1590	2500	258	33	0	0	0	1	0
6078	33	1	1	1	1	0	1	190	1800	90	23	0	0	0	0	1
6079	25	1	1	0	5	1	0	340	2040	0	26	0	0	0	0	1
6080	130	2	2	2	0	1	1	0	4400	92	67	0	0	0	0	1
6081	480	4	7	5	0	1	0	0	7500	1250	113	0	0	0	0	1
6082	240	3	3	3	11	1	1	3000	10000	1200	127	0	0	0	0	1
6083	80	2	2	1	8	1	0	760	2500	300	33	0	0	0	1	0
6084	50	2	1	2	1	0	0	850	1900	42	25	0	0	0	0	1
6085	32	1	1	0	9	0	0	300	1000	100	14	1	0	0	0	0
6086	48	2	1	1	2	1	0	170	1400	12	19	1	0	0	0	0
6087	90	3	3	1	0	1	0	0	2600	11	40	0	0	0	0	1
6088	30	1	1	0	14	1	1	706	1100	133	15	0	0	0	1	0
6089	75	2	2	1	4	1	0	488	2800	135	41	0	0	1	0	0
6090	59	2	2	1	2	1	0	490	1450	48	22	0	0	1	0	0
6091	25	1	1	0	2	0	1	0	1750	0	23	0	0	0	0	1
6092	140	4	3	2	2	1	0	1070	3000	250	39	0	1	0	0	0
6093	100	2	1	1	11	1	0	1173	4000	120	51	0	0	0	0	1
6094	23	1	1	0	0	0	1	0	990	0	13	0	1	0	0	0
6095	124	3	2	1	4	0	1	1070	2750	289	35	0	0	0	0	1
6096	84	2	3	2	32	0	1	850	8500	450	108	0	0	0	0	1
6097	69	2	2	1	21	1	0	662	4000	146	51	0	0	0	0	1
6098	100	3	1	0	0	1	0	0	2000	216	33	1	0	0	0	0
6099	70	1	2	1	3	1	0	1054	4000	106	51	0	0	0	0	1
6100	88	3	2	1	3	1	0	320	1290	0	18	1	0	0	0	0
6101	465	7	7	2	0	1	1	0	15000	435	246	1	0	0	0	0
6102	90	3	2	2	1	1	0	1800	2730	334	35	0	0	0	0	1
6103	120	3	3	1	5	1	0	1656	3000	189	39	0	0	0	0	1
6104	277	3	4	2	17	1	0	3000	7650	784	97	0	0	0	0	1
6105	270	4	6	3	0	1	0	0	5000	669	76	0	0	0	0	1
6106	216	3	2	1	23	1	0	1400	3800	167	56	0	0	1	0	0
6107	150	1	2	0	0	1	0	0	1200	0	19	0	1	0	0	0
6108	360	4	7	5	7	1	0	3900	3995	2504	51	0	0	0	0	1
6109	110	2	4	2	5	1	0	690	2700	213	36	1	0	0	0	0
6110	50	2	1	1	3	1	1	334	1300	16	19	0	0	1	0	0
6111	98	2	2	2	24	1	1	1650	7500	400	96	0	0	0	0	1
6112	190	3	3	3	4	0	1	2000	5000	667	64	0	0	0	0	1
6113	35	1	1	1	9	1	0	239	2500	90	32	0	0	0	0	1
6114	350	3	5	3	0	1	0	0	12000	1250	181	0	0	0	0	1
6115	950	6	6	2	0	1	0	1130	10000	1375	164	1	0	0	0	0
6116	213	4	5	4	18	1	0	3900	9900	1084	126	0	0	0	0	1
6117	100	3	2	1	7	0	0	1100	3000	190	39	0	0	0	1	0
6118	240	4	4	4	5	1	0	2700	16000	1667	203	0	0	0	0	1
6119	77	2	1	1	2	1	1	400	960	129	13	1	0	0	0	0
6120	217	3	4	4	17	1	1	2400	14500	910	184	0	0	0	0	1
6121	218	4	4	3	10	1	1	2347	8400	1105	107	0	0	0	0	1
6122	31	2	1	0	2	1	0	0	1040	0	14	0	0	0	0	1
6123	380	4	7	7	15	1	0	6000	15000	2500	191	0	0	0	0	1
6124	40	1	2	0	7	1	0	500	1800	53	24	0	0	0	1	0
6125	48	1	1	1	12	1	1	766	3800	150	49	0	0	0	0	1
6126	55	1	1	0	0	1	0	0	1400	138	22	0	0	0	0	1
6127	270	3	3	3	0	1	0	3500	5740	834	87	0	0	0	0	1
6128	80	2	3	1	12	1	1	850	4500	0	58	0	0	0	1	0
6129	50	1	1	0	0	1	0	0	1850	0	24	0	0	0	1	0
6130	38	2	1	0	5	1	1	577	3200	50	41	0	0	0	0	1
6131	320	4	5	4	6	0	0	3480	5000	940	67	1	0	0	0	0
6132	500	3	6	0	0	1	0	0	6400	1667	97	0	0	0	0	1
6133	110	3	3	0	0	1	0	200	2400	57	37	0	0	0	1	0
6134	300	3	3	2	0	1	0	0	10500	768	158	0	0	0	0	1
6135	30	1	1	0	0	0	0	0	650	25	10	0	0	0	0	1
6136	58	2	2	1	12	0	1	942	3400	71	44	0	0	0	0	1
6137	18	1	1	0	0	1	0	0	1720	0	22	0	0	0	0	1
6138	139	4	4	8	0	1	0	0	3500	265	53	0	0	0	0	1
6139	210	4	5	2	2	1	0	2300	8000	850	104	0	0	0	1	0
6140	50	2	1	1	5	1	0	188	1180	0	18	0	0	1	0	0
6141	70	1	1	2	9	1	1	2150	7000	542	89	0	0	0	0	1
6142	36	1	1	0	4	1	0	175	1275	0	5	0	0	0	0	1
6143	48	1	1	0	0	1	0	0	1100	0	14	0	0	0	0	1
6144	92	3	2	1	1	1	0	220	1600	0	22	1	0	0	0	0
6145	189	3	2	0	3	1	0	1371	4500	452	58	0	0	0	1	0
6146	38	1	1	1	9	1	0	350	2500	42	37	0	0	1	0	0
6147	351	3	4	2	17	0	1	2400	9500	1192	121	0	0	0	0	1
6148	64	2	1	1	4	1	0	650	2700	120	35	0	0	0	1	0
6149	31	1	1	1	11	1	0	478	2400	75	31	0	0	0	0	1
6150	90	3	2	2	3	1	0	1100	2450	117	32	0	0	0	0	1
6151	40	1	1	0	6	1	0	890	3463	0	32	0	0	0	0	1
6152	180	3	4	4	4	1	0	4000	15000	1417	191	0	0	0	0	1
6153	64	3	1	1	5	1	0	504	1500	53	20	0	0	0	0	1
6154	190	3	4	3	1	1	0	2100	5500	525	70	0	0	0	0	1
6155	400	3	3	4	0	1	0	0	14000	300	211	0	0	0	0	1
6156	180	4	5	3	4	1	0	1200	10000	725	129	0	0	0	1	0
6157	73	1	1	0	8	1	1	864	3000	57	39	0	0	0	0	1
6158	64	2	2	2	4	1	0	404	2600	75	33	0	0	0	0	1
6159	65	3	1	1	6	1	0	461	2530	90	33	0	0	0	0	1
6160	400	4	5	4	7	1	0	3240	12800	1345	163	0	0	0	0	1
6161	48	2	1	1	6	0	1	582	5470	8	70	0	0	0	0	1
6162	40	1	1	1	14	0	0	642	1700	20	22	0	0	0	0	1
6163	61	2	1	0	3	0	0	400	1445	0	22	0	0	1	0	0
6164	85	2	1	0	1	1	0	460	1700	58	22	0	0	0	1	0
6165	235	4	3	1	0	1	0	0	12000	563	197	1	0	0	0	0
6166	347	4	5	4	5	1	1	3500	12000	1500	153	0	0	0	0	1
6167	25	1	1	0	2	1	0	250	540	0	7	0	0	0	1	0
6168	85	2	2	1	2	1	0	1140	3600	363	47	0	0	0	1	0
6169	103	3	3	2	3	1	1	1310	6500	448	83	0	0	0	0	1
6170	159	3	3	2	0	0	0	0	3300	225	50	0	0	0	0	1
6171	42	1	1	1	9	1	0	600	3600	125	46	0	0	0	0	1
6172	100	3	2	1	12	1	0	700	1946	0	7	0	0	0	0	1
6173	111	1	2	2	9	1	0	1400	8000	466	102	0	0	0	0	1
6174	40	1	1	1	2	1	1	300	1500	23	22	0	0	1	0	0
6175	92	3	2	3	1	1	1	752	2525	0	32	0	1	0	0	0
6176	480	5	6	4	3	1	0	3236	8000	1600	104	0	0	0	1	0
6177	55	2	2	2	3	1	0	670	2000	177	27	1	0	0	0	0
6178	24	1	1	1	7	0	0	157	1200	0	16	1	0	0	0	0
6179	50	1	1	1	0	0	0	200	1000	0	16	0	0	0	0	1
6180	80	2	1	0	9	1	0	500	1600	158	21	0	0	0	1	0
6181	230	3	2	0	1	1	0	0	2500	500	32	0	0	0	0	1
6182	72	2	1	0	1	1	0	200	1200	67	18	0	0	1	0	0
6183	90	2	1	0	1	1	0	300	1353	77	20	0	0	1	0	0
6184	22	1	1	0	1	0	1	0	700	0	10	1	0	0	0	0
6185	455	4	5	4	5	1	0	8500	19500	3334	248	0	0	0	0	1
6186	140	3	2	1	6	0	0	1740	2400	340	31	0	0	0	0	1
6187	23	1	1	1	7	1	0	144	1300	132	18	1	0	0	0	0
6188	46	1	1	0	2	1	0	0	1070	56	16	0	0	1	0	0
6189	70	1	1	1	2	1	1	460	2350	6	30	0	1	0	0	0
6190	150	5	3	0	0	1	0	0	3250	100	54	1	0	0	0	0
6191	55	1	1	0	5	1	0	473	500	17	7	0	1	0	0	0
6192	40	1	1	0	0	0	0	0	2040	70	31	0	0	0	0	1
6193	91	2	1	1	1	1	0	615	1750	90	23	0	0	0	0	1
6194	140	2	1	3	0	1	0	0	2500	194	38	0	0	0	0	1
6195	50	1	1	0	1	1	0	600	1300	0	17	0	0	0	0	1
6196	52	2	1	1	7	1	0	248	980	77	13	0	1	0	0	0
6197	100	3	1	1	1	1	0	1700	3000	250	39	0	0	0	1	0
6198	160	4	3	3	3	1	0	1600	7000	542	89	0	0	0	0	1
6199	50	1	1	0	0	0	0	0	750	0	12	0	0	0	0	1
6200	137	3	2	1	4	1	0	1500	1800	250	23	0	1	0	0	0
6201	42	1	1	0	2	1	0	250	1200	27	18	0	0	1	0	0
6202	650	3	7	2	0	1	0	0	9900	600	149	0	0	0	0	1
6203	90	3	2	0	1	0	0	0	2000	0	31	0	0	0	1	0
6204	30	1	1	0	9	1	1	550	1854	0	11	0	0	0	1	0
6205	254	4	4	3	7	1	1	1300	6780	478	86	0	0	0	0	1
6206	40	1	1	1	5	0	0	700	3600	180	46	0	0	0	0	1
6207	130	4	2	1	2	0	1	700	3300	145	43	0	0	0	1	0
6208	128	3	3	2	1	1	0	1236	2650	682	34	0	1	0	0	0
6209	78	2	1	3	0	1	0	0	1600	163	25	0	0	0	0	1
6210	42	1	1	0	1	1	0	0	690	12	9	0	1	0	0	0
6211	140	3	3	2	8	1	0	900	2370	0	31	0	1	0	0	0
6212	46	1	1	0	3	1	0	100	1600	0	21	0	0	0	0	1
6213	50	2	1	1	3	1	0	300	1170	0	15	0	1	0	0	0
6214	54	1	1	1	13	0	0	1484	4130	250	53	0	0	0	0	1
6215	40	1	1	1	13	1	0	584	3200	95	41	0	0	0	0	1
6216	50	2	1	1	5	1	0	570	1100	0	14	0	0	0	0	1
6217	75	3	1	1	1	0	0	475	1800	0	23	0	0	0	0	1
6218	472	3	2	4	0	1	0	0	6500	650	98	0	0	0	0	1
6219	360	5	3	6	0	1	1	0	4800	197	86	0	0	1	0	0
6220	308	4	4	3	1	1	0	4780	15000	1917	191	0	0	0	0	1
6221	50	1	1	1	8	0	1	2204	3700	209	47	0	0	0	0	1
6222	540	4	5	5	13	1	0	3414	5100	2236	65	0	0	0	0	1
6223	321	3	5	2	0	1	1	0	7318	1072	111	0	0	0	0	1
6224	70	3	2	1	3	1	0	380	1290	92	17	0	0	0	0	1
6225	130	3	2	2	4	1	1	1150	2800	184	36	0	1	0	0	0
6226	170	3	2	2	0	1	0	0	4500	267	68	0	0	0	0	1
6227	60	2	2	1	11	0	1	1158	5500	150	70	0	0	0	0	1
6228	45	1	1	0	4	0	1	450	4500	80	58	0	0	0	1	0
6229	60	2	1	1	1	1	0	467	750	78	10	1	0	0	0	0
6230	340	5	4	2	7	1	0	220000	12000	1000	153	0	0	0	0	1
6231	58	2	1	0	2	1	0	299	750	30	11	0	0	1	0	0
6232	195	4	3	3	7	0	0	2600	10000	1336	127	0	0	0	0	1
6233	100	2	4	0	1	1	0	0	3000	0	39	0	0	0	0	1
6234	50	1	1	0	0	1	0	0	700	67	11	0	0	0	0	1
6235	54	2	1	1	3	1	0	286	999	23	13	0	1	0	0	0
6236	55	2	1	1	3	1	0	270	1300	85	18	1	0	0	0	0
6237	48	1	1	2	1	1	1	1966	3550	486	45	0	0	0	0	1
6238	58	2	1	1	6	1	0	850	1700	165	22	0	0	0	0	1
6239	200	3	4	3	19	1	1	2247	8500	1000	33	0	0	0	0	1
6240	77	3	1	2	3	1	0	486	1500	49	20	0	1	0	0	0
6241	72	2	1	1	9	1	0	421	1200	83	16	1	0	0	0	0
6242	50	2	1	2	8	0	0	504	1800	59	23	0	0	0	0	1
6243	95	2	2	1	11	1	0	1024	3000	28120	39	0	0	0	1	0
6244	130	3	2	0	1	1	1	550	4800	215	61	0	0	0	0	1
6245	30	1	1	0	6	0	0	500	700	0	10	0	0	0	1	0
6246	300	4	3	4	9	1	0	2400	15000	0	191	0	0	0	0	1
6247	95	3	2	1	3	1	0	1000	2245	268	29	0	0	0	1	0
6248	80	3	1	1	1	1	0	620	1750	0	23	0	0	0	0	1
6249	310	3	3	2	16	0	0	2720	15000	846	191	0	0	0	0	1
6250	170	3	2	0	3	1	1	1750	1000	165	15	0	0	1	0	0
6251	46	2	1	0	9	0	0	550	820	0	11	0	0	0	1	0
6252	97	3	2	0	5	1	0	900	2734	270	36	0	0	0	1	0
6253	130	3	2	1	4	0	1	1134	7900	386	101	0	0	0	0	1
6254	30	1	1	0	2	0	0	350	1140	0	15	0	0	0	1	0
6255	40	1	1	1	11	0	0	390	2600	96	35	0	0	0	0	1
6256	90	3	2	2	6	0	1	890	2100	150	27	0	0	0	0	1
6257	89	2	2	2	8	1	1	1440	7700	351	98	0	0	0	0	1
6258	240	3	3	5	1	1	0	3000	3500	0	45	0	0	0	0	1
6259	106	3	2	0	6	1	0	1139	2430	0	31	0	0	0	0	1
6260	80	2	1	1	18	0	0	550	1500	167	20	0	0	0	0	1
6261	22	1	1	1	25	1	0	471	2200	55	28	0	0	0	0	1
6262	141	4	3	2	3	1	0	1500	4010	542	51	0	0	0	0	1
6263	340	4	6	6	0	1	1	0	15000	250	226	0	0	0	0	1
6264	105	4	2	2	3	1	0	1659	6500	400	83	0	0	0	0	1
6265	70	3	1	1	2	1	0	380	1290	180	17	0	0	0	0	1
6266	200	3	2	1	8	1	0	1500	8000	42	102	0	0	0	0	1
6267	62	2	1	0	1	1	0	280	709	22	9	0	1	0	0	0
6268	74	2	3	2	24	1	0	450	3200	40	41	0	0	0	0	1
6269	333	5	4	3	5	1	0	2100	7000	1000	91	0	0	0	1	0
6270	250	4	2	5	0	1	0	841	4000	701	61	0	0	0	0	1
6271	70	1	1	1	10	1	1	469	3590	83	46	0	0	0	0	1
6272	120	3	2	2	1	1	1	1790	5500	509	71	0	0	0	1	0
6273	35	1	1	0	1	1	0	100	960	75	15	0	0	1	0	0
6274	67	2	1	0	4	1	0	810	1529	80	17	0	0	0	1	0
6275	220	4	3	4	11	1	1	1800	3000	1000	39	0	0	0	0	1
6276	80	3	2	2	17	1	0	560	2500	175	32	0	1	0	0	0
6277	57	1	1	1	5	1	0	769	4800	194	61	0	0	0	0	1
6278	100	2	2	2	0	1	0	120	2200	159	33	0	0	1	0	0
6279	60	1	1	0	5	1	0	500	750	100	10	0	0	0	1	0
6280	87	3	2	1	12	1	1	870	1450	100	19	0	1	0	0	0
6281	530	4	4	6	0	1	0	0	9520	1334	144	0	0	0	0	1
6282	35	1	1	0	0	1	0	0	700	80	11	0	0	0	0	1
6283	140	3	2	2	0	1	0	0	3000	2500	46	0	0	0	0	1
6284	45	2	2	0	0	0	0	0	1630	84	25	0	0	0	0	1
6285	70	1	1	1	12	1	1	1000	3500	171	45	0	0	0	0	1
6286	140	3	3	1	1	1	0	1144	1360	256	18	0	0	0	0	1
6287	80	3	2	1	7	1	0	820	2000	152	27	1	0	0	0	0
6288	50	1	1	0	0	0	0	0	1150	50	18	0	0	0	0	1
6289	108	3	2	2	12	0	0	900	2900	202	37	0	0	0	0	1
6290	60	3	1	1	15	1	1	556	2200	4	31	0	0	0	0	1
6291	30	1	1	1	14	0	1	460	3500	100	45	0	0	0	0	1
6292	110	3	3	2	2	1	1	1000	3800	192	49	0	0	0	0	1
6293	70	2	1	1	5	1	1	843	1100	84	15	0	0	0	1	0
6294	360	3	5	4	22	1	0	2330	3635	1644	47	0	0	0	0	1
6295	348	3	3	3	0	1	0	0	6000	350	91	0	1	0	0	0
6296	270	3	4	3	10	1	0	3809	7900	1792	101	0	0	0	0	1
6297	86	2	2	1	1	0	1	1500	5500	375	71	0	0	0	1	0
6298	100	3	4	2	6	0	0	1380	3000	470	39	0	0	0	0	1
6299	30	1	1	1	10	1	1	574	1850	0	24	0	0	0	0	1
6300	146	3	4	3	20	1	1	1540	10000	667	127	0	0	0	0	1
6301	100	3	3	1	1	1	0	350	1600	120	22	1	0	0	0	0
6302	185	3	2	1	3	1	0	2488	6900	0	89	0	0	0	1	0
6303	300	3	5	2	7	1	0	0	4600	609	70	0	0	0	0	1
6304	120	3	4	0	0	1	0	250	3200	226	41	0	0	0	0	1
6305	195	3	3	2	0	1	0	0	2990	330	45	0	0	0	0	1
6306	110	1	3	2	6	1	0	1500	8000	417	102	0	0	0	0	1
6307	210	3	3	3	17	1	0	2300	7000	717	89	0	0	0	0	1
6308	400	4	6	3	0	1	0	1200	6800	700	103	0	1	0	0	0
6309	42	2	1	1	4	1	0	175	690	63	10	1	0	0	0	0
6310	180	3	1	0	0	1	0	0	3400	367	56	1	0	0	0	0
6311	329	4	2	2	9	1	0	2040	6300	420	80	0	1	0	0	0
6312	44	1	1	0	1	1	0	100	1400	0	18	0	0	0	0	1
6313	28	1	1	1	0	0	1	550	1250	0	17	1	0	0	0	0
6314	90	3	2	1	2	0	1	1000	3800	310	49	0	0	0	1	0
6315	90	2	1	0	2	1	0	622	2150	212	28	0	0	0	0	1
6316	200	2	1	0	0	1	0	0	2800	291	43	0	0	0	0	1
6317	240	3	4	3	0	1	0	0	6000	184	107	0	0	1	0	0
6318	55	2	1	0	19	1	0	500	1200	84	18	0	0	1	0	0
6319	90	3	2	0	8	0	0	630	4200	150	56	1	0	0	0	0
6320	85	3	1	2	6	1	0	955	1900	270	25	0	0	0	0	1
6321	255	4	4	3	13	1	1	0	11900	0	151	0	0	0	0	1
6322	280	5	2	1	0	1	0	0	8000	0	121	0	0	0	0	1
6323	32	1	1	0	8	1	0	574	1400	66	19	0	0	0	1	0
6324	29	1	1	0	1	0	0	0	1100	8	15	1	0	0	0	0
6325	48	1	1	1	15	1	1	487	3000	142	39	0	0	0	0	1
6326	170	3	2	2	0	1	0	0	2300	98	35	0	1	0	0	0
6327	45	1	1	1	3	0	1	300	3000	0	40	1	0	0	0	0
6328	341	4	6	4	0	1	0	660	13000	608	196	0	1	0	0	0
6329	80	2	2	0	0	1	1	330	1638	0	19	0	0	1	0	0
6330	153	3	2	1	2	1	0	1500	2550	157	33	0	0	0	1	0
6331	120	3	2	1	2	1	0	1260	2200	0	29	0	0	0	1	0
6332	33	1	1	0	3	1	0	350	1650	0	21	0	0	0	0	1
6333	180	4	4	2	10	1	0	1900	5500	507	70	0	0	0	0	1
6334	84	3	1	1	3	1	0	950	1200	147	16	0	1	0	0	0
6335	73	3	2	1	12	1	0	923	2700	171	35	0	0	0	0	1
6336	50	1	2	1	9	0	1	850	3000	210	39	0	0	0	0	1
6337	40	1	1	1	5	0	0	603	4320	181	55	0	0	0	0	1
6338	216	3	4	4	7	1	1	2300	15000	900	191	0	0	0	0	1
6339	44	1	1	1	8	1	0	480	2300	70	30	0	0	0	0	1
6340	120	3	2	2	1	0	0	318	1700	331	23	1	0	0	0	0
6341	150	3	3	2	10	1	1	1300	8900	250	130	0	0	1	0	0
6342	136	3	2	3	12	1	1	1400	2500	325	32	0	0	0	0	1
6343	54	1	1	0	2	1	0	400	1000	25	15	0	0	1	0	0
6344	100	2	1	1	5	1	1	1400	3800	234	49	0	0	0	0	1
6345	50	2	1	1	1	1	0	496	1200	0	16	0	0	0	0	1
6346	60	2	1	0	0	0	0	0	800	138	13	0	1	0	0	0
6347	125	3	2	1	5	1	1	1460	3500	295	46	0	0	0	1	0
6348	28	1	1	0	1	1	0	450	1870	0	25	0	0	0	1	0
6349	78	2	1	0	3	1	0	280	1480	32	22	0	0	1	0	0
6350	46	1	1	0	6	1	0	345	850	27	13	0	0	1	0	0
6351	35	1	1	1	8	0	1	593	2896	78	37	0	0	0	0	1
6352	104	3	2	2	2	1	0	1500	4200	432	54	0	0	0	0	1
6353	215	3	3	2	1	0	1	3000	15000	834	191	0	0	0	0	1
6354	100	3	2	2	0	1	0	0	2250	15	34	0	1	0	0	0
6355	30	1	1	1	0	0	0	0	705	0	10	1	0	0	0	0
6356	43	1	1	0	3	1	1	250	1500	25	22	0	0	1	0	0
6357	234	3	4	3	13	1	0	2400	7000	84	89	0	0	0	0	1
6358	37	1	1	0	4	1	1	1320	1730	142	22	0	0	0	0	1
6359	50	2	1	0	1	1	0	54	2000	42	26	0	0	0	0	1
6360	71	2	2	1	12	1	1	1170	3500	190	46	0	0	0	1	0
6361	118	3	3	2	17	1	1	1000	3890	356	50	0	0	0	0	1
6362	122	3	2	1	4	1	0	250	1750	117	23	0	1	0	0	0
6363	58	2	2	1	3	1	0	745	1200	44	16	0	0	0	1	0
6364	270	3	3	2	0	1	0	0	9800	0	148	0	0	0	0	1
6365	90	3	2	2	9	1	0	1163	2500	202	37	0	0	1	0	0
6366	400	4	3	3	0	1	0	0	8000	1250	121	0	0	0	0	1
6367	155	3	3	2	0	1	0	960	5500	15	83	0	1	0	0	0
6368	85	2	1	0	8	1	1	1500	2975	134	39	0	0	0	1	0
6369	280	4	4	4	1	1	1	3600	12000	1667	172	0	0	0	0	1
6370	30	1	1	0	8	1	1	500	2000	45	26	0	0	0	1	0
6371	54	1	2	0	7	1	0	390	3500	0	45	0	0	0	0	1
6372	25	1	1	0	8	1	0	277	750	27	11	0	0	1	0	0
6373	176	4	2	2	0	1	0	0	4500	226	74	1	0	0	0	0
6374	570	4	6	4	0	1	0	0	10500	1834	158	0	0	0	0	1
6375	95	2	2	1	10	1	0	735	1600	170	22	1	0	0	0	0
6376	30	1	1	0	4	1	0	250	1153	0	4	0	0	0	0	1
6377	250	3	4	3	0	1	0	0	3571	430	54	0	0	0	0	1
6378	98	3	3	2	0	1	0	0	2500	0	38	0	0	0	0	1
6379	68	2	2	2	3	1	0	168	800	59	11	1	0	0	0	0
6380	83	3	2	2	7	1	0	804	3690	317	47	0	0	0	0	1
6381	70	2	2	2	6	1	0	625	2250	211	30	1	0	0	0	0
6382	50	2	1	1	3	1	0	170	1000	28	14	1	0	0	0	0
6383	480	4	5	3	0	1	0	2200	4100	1700	62	0	0	0	0	1
6384	250	3	2	8	0	1	0	0	10000	0	151	0	0	0	0	1
6385	191	4	3	3	13	0	0	2800	9500	1200	121	0	0	0	0	1
6386	140	3	3	3	7	0	0	2200	8000	800	102	0	0	0	0	1
6387	49	1	1	1	5	1	0	284	2600	134	33	0	0	0	0	1
6388	362	5	4	4	15	0	0	1400	7900	1504	106	1	0	0	0	0
6389	61	2	1	0	3	1	0	640	1297	21	17	0	0	0	1	0
6390	156	3	2	1	0	1	0	0	1615	110	29	0	0	1	0	0
6391	179	3	2	1	3	1	0	1457	5400	359	69	0	0	0	0	1
6392	120	3	3	2	5	1	1	1100	2800	150	37	0	0	0	1	0
6393	200	4	2	2	0	1	1	0	12000	233	197	1	0	0	0	0
6394	185	3	3	3	20	1	0	2670	5600	907	71	0	0	0	0	1
6395	120	2	2	0	1	1	0	300	3600	120	46	0	0	0	0	1
6396	50	2	1	1	13	1	0	407	1715	12	22	0	0	0	0	1
6397	400	3	3	2	0	1	0	0	4800	0	79	1	0	0	0	0
6398	240	3	4	2	0	1	0	1	8200	625	124	0	0	0	0	1
6399	60	2	1	1	13	1	1	550	1520	80	20	0	0	0	0	1
6400	100	2	1	3	0	0	0	0	2700	378	41	0	0	0	0	1
6401	250	4	4	3	0	0	0	0	7500	417	113	0	0	0	0	1
6402	100	4	2	1	2	1	0	750	1820	167	27	0	0	1	0	0
6403	72	1	2	1	6	1	0	580	2000	0	26	0	0	0	1	0
6404	70	2	1	0	2	1	1	250	2000	7	26	0	0	0	1	0
6405	16	1	1	0	2	1	0	0	2700	5	35	0	0	0	0	1
6406	98	3	2	2	10	1	0	900	4500	0	58	0	0	0	0	1
6407	170	3	3	1	6	1	0	1300	2060	200	27	0	0	0	0	1
6408	45	2	1	0	0	0	0	70	1450	43	22	0	0	0	0	1
6409	90	2	2	1	7	1	1	760	5500	142	70	0	0	0	0	1
6410	30	1	1	1	11	1	1	500	2570	0	8	0	0	0	0	1
6411	140	3	3	2	3	1	0	2350	4905	59	63	0	0	0	0	1
